date,locality,state,location_detail,online,type,title,macroevent,actors,organizations,participants,claims,valence,issues,issues_major,size_text,size_low,size_high,size_mean,size_cat,arrests,arrests_any,injuries_crowd,injuries_crowd_any,injuries_police,injuries_police_any,property_damage,property_damage_any,chemical_agents,participant_measures,police_measures,participant_deaths,police_deaths,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,source_18,source_19,source_20,source_21,source_22,source_23,source_24,source_25,source_26,source_27,source_28,source_29,source_30,notes,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code
2022-01-21,Aurora,CO,1155 S Havana St,0,strike; picket,NA,NA,United Food and Commercial Workers Local 7,United Food and Commercial Workers Local 7,NA,"for higher pay for workers at King Soopers and City Market grocery stores, against unfair labor practices, for better health insurance",0,healthcare; labor,healthcare; labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://coloradosun.com/2022/01/11/king-soopers-union-workers-strike-business-profits/,https://www.cpr.org/2022/01/11/king-soopers-strike-colorado-stores/,https://twitter.com/UFCW_7/status/1481252475713867776,https://twitter.com/colpeoplespress/status/1484572705361825792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.729432,-104.83192,Aurora,Arapahoe County,CO,08005
2018-03-14,Santa Fe,NM,Monte del Sol Charter School,0,walkout,NA,NA,students,NA,NA,"against gun violence in schools, for gun control",1,education; guns,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,National Women's March,http://www.santafenewmexican.com/news/local_news/students-around-santa-fe-join-kids-across-nation-in-protesting/article_1eca395a-27b3-11e8-b171-6f9e5164e253.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6869752,-105.937799,Santa Fe,Santa Fe County,NM,35049
2022-10-16,Compton,CA,Mona Park; LASD Compton Station,0,protest; march,NA,NA,Coalition for Community Control Over the Police; family,Coalition for Community Control Over the Police,family,"for justice for Fred Williams, against police brutality, for police accountability, against LA County Sheriff Alex Villanueva, jail killer deputies, defeat Villanueva",1,criminal justice; policing,policing,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/CiBtyVhPgpy/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.895849,-118.220071,Compton,Los Angeles County,CA,06037
2020-04-24,Baldwin Park,CA,10 Freeway,0,truck protest,NA,NA,truckers,NA,NA,for better working conditions and higher pay for truck drivers during coronavirus pandemic,0,covid; labor,NA,NA,NA,NA,NA,0,0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://losangeles.cbslocal.com/2020/04/24/coronavirus-covid-trucker-big-rig-protest/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.085287,-117.960898,Baldwin Park,Los Angeles County,CA,06037
2023-08-17,Madera,CA,Madera Community Hospital,0,vigil,NA,NA,Madera Coalition for Community Justice,Madera Coalition for Community Justice,NA,"against bankruptcy of Madera Community Hospital, for state action on loan to reopen hospital, for accessible health care",0,banking and finance; covid; economy; healthcare,banking and finance; covid; economy; healthcare,about 50,50,50,50,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.yourcentralvalley.com/news/local-news/vigil-for-madera-community-hospital-held-as-future-remains-uncertain/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.961336,-120.060718,Madera,Madera County,CA,06039
2020-06-03,Springfield,MA,police headquarters,0,protest; march,NA,NA,general protesters,NA,NA,antiracism; against police brutality,1,policing; racism,NA,at least 3000,3000,3000,3000,3,0.0,0,0.0,0,0.0,0,0.0,0,NA,NA,NA,NA,NA,https://www.masslive.com/news/2020/06/law-enforcement-national-guard-brace-for-black-lives-matter-protest-in-springfield.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1014831,-72.589811,Springfield,Hampden County,MA,25013
2021-01-15,San Diego,CA,Rancho Bernardo High School,0,rally; march,Let Them Play,NA,Let Them Play California,Let Them Play California,NA,for resuming school sports during coronavirus pandemic,0,covid; education; sports,covid; education; sports,about 75,75,75,75,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.sandiegouniontribune.com/pomerado-news/news/schools/story/2021-01-21/hundreds-rally-at-poway-unified-high-schools-for-athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Let Them Play,32.715738,-117.1610838,San Diego,San Diego County,CA,06073
2018-06-26,Billings,MT,County courthouse lawn,0,rally,NA,NA,general protestors,NA,NA,Protesting Trump administration funding cut to organizations that provide abortions or referrals,1,presidency; reproductive rights,NA,almost 60,60,60,60,1,0.0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://billingsgazette.com/news/local/crowd-rallies-against-proposal-to-deny-funding-to-clinics-that/article_d0080b5d-876d-588d-84a9-3dc66dfd83b2.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.783286,-108.50069,Billings,Yellowstone County,MT,30111
2021-04-25,Highland,IN,Main Square Park,0,protest,Silent Protest: A Memorial for Black Lives Lost to Racial Injustice,NA,NA,NA,NA,"in remembrance of Black lives lost to racial injustice, against police violence",1,policing; racism,policing; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.facebook.com/events/3668216839966806/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Silent Protest: A Memorial for Black Lives Lost to Racial Injustice,41.553647,-87.451984,Highland,Lake County,IN,18089
2018-06-04,New York,NY,Fearless Girl Statue,0,rally,NA,NA,Alyssa Milano; Rep Carolyn Maloney,NA,NA,Rallying for equal rights amendment,0,women's rights,NA,NA,NA,NA,NA,0,0.0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.amny.com/news/politics/equal-rights-amendment-alyssa-milano-1.18960557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7127753,-74.0059728,New York,NA,NY,36061
2018-03-08,Salt Lake City,UT,State Capitol,0,rally,NA,NA,general protestors,NA,NA,Rallying for women's rights,1,women's rights,NA,ablut 200,200,200,200,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,http://www.fresnobee.com/news/local/article204189164.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7607793,-111.8910474,Salt Lake City,Salt Lake County,UT,49035
2023-07-28,San Francisco,CA,Hall of Justice,0,demonstration,NA,NA,San Francisco Public Defender's Office; staffers; community allies,San Francisco Public Defender's Office,staffers; community allies,"against severe case backlog in San Franciso Superior Court, for right to a speedy trial, for judicial reform",0,judiciary,judiciary,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,sit-in,NA,NA,NA,https://www.davisvanguard.org/2023/07/san-franciscos-public-defenders-wrap-8-weeks-of-court-protests-charging-1100-people-denied-right-to-speedy-trial/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,final of eight weekly actions,37.7749295,-122.4194155,San Francisco,San Francisco County,CA,06075
2022-05-07,Rockford,IL,Loves Park,0,rally,End Roe Rally,NA,Rockford Family Initiative; Knights of Columbus; Students for Life,Rockford Family Initiative; Knights of Columbus; Students for Life,NA,"for overturning Roe v. Wade, for Christian values, defend life, abortion kills God's children, vote pro life, adoption the better option, adoption saves lives, keep parental notice, stop abortion now, I am the pro-life generation",2,judiciary; religion; reproductive rights,judiciary; religion; reproductive rights,about 200,200,200,200,2,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.wifr.com/2022/05/04/abortion-rights-activists-rally-rockford/,https://www.wrex.com/news/top-stories/end-roe-rally-brings-hundreds-to-support-the-overturning-of-roe-v-wade/article_e2d655be-ce61-11ec-b9a5-970629c4f802.html,https://www.wifr.com/2022/05/08/anti-abortion-groups-rally-with-signs-chants-rockford/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End Roe Rally,42.2711311,-89.0939952,Rockford,Winnebago County,IL,17201
2023-10-28,Beverly Hills,CA,Beverly Gardens Park,0,rally,2023-2024 Beverly Hills Freedom Rally,NA,Beverly Hills Freedom Rally,Beverly Hills Freedom Rally,NA,for Donald Trump for U.S. president,2,presidency,presidency,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/Crq7_Y4tN_o/,https://t.me/USARALLYBOARD/17635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-2024 Beverly Hills Freedom Rally last Saturday of every month starting April 2023,34.07362,-118.400356,Beverly Hills,Los Angeles County,CA,06037
2022-06-25,Lincoln,NE,Nebraska State Capitol,0,rally,NA,NA,Students for Life; elected officials,Students for Life,elected officials,"in celebration of overturning Roe v. Wade, the future is anti-abortion, my child was a victim of my choice, protection at conception",2,judiciary; reproductive rights,judiciary; reproductive rights,about 50,50,50,50,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://nebraskaexaminer.com/2022/06/25/anti-abortion-nebraskans-rally-in-lincoln-for-roe-v-wade-decision-next-steps/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.813616,-96.702596,Lincoln,Lancaster County,NE,31109
2023-07-08,Lancaster,PA,31 Caroline St,0,rally,40 Week Journey of Hope,NA,Love Life,Love Life,NA,"against abortion, for Christian values",2,religion; reproductive rights,religion; reproductive rights,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,prayer rally,NA,NA,NA,https://lovelife.org/locations/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 Week Journey of Hope every 2nd, 3rd, and (if relevant) 5th Saturday of the month from Feb 11 to Nov 11 2023",40.037875,-76.305514,Lancaster,Lancaster County,PA,42071
2020-11-04,Sacramento,CA,Southside Park to California State Capitol,0,march,NA,NA,Anti Police-Terror Project Sacramento; Sunrise Movement,NA,NA,"against capitalism, against racism, against climate change, against police brutality, against fascism",1,democracy; economy; environment; policing; racism,NA,several dozen,36,36,36,1,0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.facebook.com/events/383663789464773/,https://www.abc10.com/article/news/local/sacramento/protesters-rally-at-sacramento-capital-no-matter-what-happens-with-the-presidency/103-33a741ea-b51f-411c-8273-8ddc38aa947c,https://fox40.com/news/local-news/activists-hold-post-election-rally-in-downtown-sacramento/,https://www.sacbee.com/news/local/article247001902.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protest No Matter What,38.5815719,-121.4943996,Sacramento,Sacramento County,CA,06067
2018-03-14,Birmingham,AL,mountainbrookhigh,0,walkout,NA,NA,students,NA,NA,"against gun violence in schools, for gun control",1,education; guns,NA,NA,350,500,425,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,National Women's March,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.518589,-86.810357,Birmingham,Jefferson County,AL,01073
2020-11-14,Boston,MA,Massachusetts State House,0,rally,NA,NA,general protesters,NA,NA,"for President Trump, against election fraud",2,democracy; presidency,NA,count video,50,70,60,1,0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.ntd.com/battle-between-freedom-and-communism-boston-stop-the-steal-rally-marchers_528517.html,https://whdh.com/news/trump-supporters-protest-election-loss-in-boston-across-nation/,https://www.bostonherald.com/2020/11/14/trump-supporters-protest-election-results-from-massachusetts-to-d-c/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stop the Steal,42.360082,-71.05888,Boston,Suffolk County,MA,25025
2023-01-04,San Diego,CA,"Mercedes-Benz of San Diego, 4750 Kearney Mason Rd",0,strike; picket,NA,NA,International Association of Machinists and Aerospace Workers Local 1484; dealership technicians,International Association of Machinists and Aerospace Workers Local 1484,dealership technicians,"for fair contract for automotive technicians at Mercedes-Benz of San Diego, against unfair labor practices",0,labor,labor,36,36,36,36,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://jalopnik.com/penske-owned-mercedes-benz-dealership-fires-20-striking-1849196106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.715738,-117.1610838,San Diego,San Diego County,CA,06073
2022-06-24,Canandaigua,NY,Atwater Park,0,protest,We Won't Go Back,NA,NA,NA,NA,"against overturning Roe v. Wade, for reproductive rights, for women's rights",1,judiciary; reproductive rights; women's rights,judiciary; reproductive rights; women's rights,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://map.wewontgoback.com/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,We Won't Go Back,42.887535,-77.281698,Canandaigua,Ontario County,NY,36069
2022-08-27,Springfield,MO,Mother's Brewing Company,0,rally,Votestock Music Festival,NA,Vote417; Springfield NAACP; League of Women Voters of Southwest Missouri,Vote417; Springfield NAACP; League of Women Voters of Southwest Missouri,NA,"for voter registration, for voting rights",1,democracy,democracy,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.news-leader.com/story/news/2022/08/23/votestock-vote-417-hosts-music-voting-rights-festival-mothers-brewing-company-springfield-mo/7841964001/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votestock Music Festival,37.2089572,-93.2922989,Springfield,Greene County,MO,29077
2021-12-21,Douglas,AZ,"U.S. Customs and Border Protection - Douglas Port of Entry, 1st St and Pan American Ave",0,vigil,Healing Our Borders Prayers Vigil,NA,Frontera de Cristo,Frontera de Cristo,NA,in remembrance of migrants killed trying to cross into the United States,1,immigration,immigration,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,prayer vigil,NA,NA,NA,https://tucson.com/news/local/group-holds-vigil-for-migrant-shot-killed-by-border-patrol-agent/article_05eeee04-9a59-11ec-83ad-b7eb901b0b54.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healing Our Borders Prayers Vigil every Tuesday since December 10, 2000",31.3445471,-109.5453447,Douglas,Cochise County,AZ,04003
2021-04-21,Elizabeth City,NC,NA,0,protest,NA,NA,NA,NA,NA,"against police violence, against racism, against gun violence",1,guns; policing; racism,guns; policing; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://wreg.com/news/man-fatally-shot-by-sheriffs-deputy-in-elizabeth-city-north-carolina/,https://twitter.com/jasonmarkswavy/status/1384893342467645440,https://www.witn.com/2021/04/22/crowd-gathers-to-protest-deputy-involved-fatal-shooting-in-elizabeth-city/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.294601,-76.251046,Elizabeth City,Pasquotank County,NC,37139
2022-03-08,Eugene,OR,"Planned Parenthood, 3579 Franklin Blvd",0,vigil,NA,NA,40 Days for Life,40 Days for Life,NA,"for banning abortion, for Christian values",2,religion; reproductive rights,religion; reproductive rights,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/LaneCoAFA/status/1498536549469732867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/2-4/11,44.052069,-123.086754,Eugene,Lane County,OR,41039
2020-09-05,Exeter,NH,Swasey Parkway,0,rally,NA,NA,Black Lives Matter Seacoast,NA,NA,"against racism, against police violence",1,policing; racism,NA,FB: 152,152,152,152,2,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://www.facebook.com/events/2731310377139251/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.981429,-70.947755,Exeter,Rockingham County,NH,33015
2018-11-13,Saint Paul,MN,"Bishop Henry Whipple Building, 1 Federal Dr",0,vigil,NA,NA,Interfaith Coalition on Immigration; Veterans for Peace,NA,NA,"in solidarity with migrant detainees, against inhumane detention practices, in honor of military veterans",1,immigration; military,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://mnicom.org/programs/vigils/,https://mnicom.org/2018/11/12/november-2018-vigil/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,second Tuesday of every month,44.9537029,-93.0899578,Saint Paul,Ramsey County,MN,27123
2023-09-12,Hanover,VA,"Hanover County Government Administration Building, 7516 County Complex Rd",0,demonstration,NA,NA,Keep Hanover Students First; residents; parents; community members,Keep Hanover Students First,residents; parents; community members,"against ballot referendum to change process for selected county school board members from appointment by county supervisors to direct election, thank you teachers students and school board administration, great work Hanover students, vote no!, maintain our common sense",0,democracy; education,democracy; education,count pic,20,30,25,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://richmond.com/news/local/education/hanover-school-referendum-board-vote-protest/article_18aca858-51cb-11ee-b052-3b9cc27cb56d.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.766569,-77.370244,Hanover,Hanover County,VA,51085
2023-05-07,Albany,NY,NA,0,rally,NA,NA,Kyra's Champions; New York State Coalition Against Domestic Violence; students; elected officials; other community members,Kyra's Champions; New York State Coalition Against Domestic Violence,students; elected officials; other community members,"for passage of Kyra's Law to help end child homicides in custody cases, for child safety, against domestic violence, child safety first, pass Kyra's Law!",0,legislative; women's rights,legislative; women's rights,over 100,100,100,100,2,NA,0,NA,0,NA,0,NA,0,0,middle and high school students ran or walked around track,NA,NA,NA,https://www.news10.com/news/students-rally-for-kyras-law-to-share-child-safety-awareness/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.652579,-73.756232,Albany,Albany County,NY,36001
2023-10-22,McAllen,TX,Archer Park,0,rally,Palestinian Solidarity Rally,NA,Red Star TX,Red Star TX,NA,"against Israel's ethnic cleansing and apartheid in Palestine, for Palestinian liberation",0,foreign affairs,foreign affairs,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.krgv.com/news/activist-group-to-host-solidarity-rally-for-palestine-in-mcallen/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palestinian Solidarity Rally,26.203407,-98.230012,McAllen,Hidalgo County,TX,48215
2023-05-20,Lancaster,PA,31 Caroline St,0,rally,40 Week Journey of Hope,NA,Love Life,Love Life,NA,"against abortion, for Christian values",2,religion; reproductive rights,religion; reproductive rights,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,prayer rally,NA,NA,NA,https://lovelife.org/locations/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 Week Journey of Hope every 2nd, 3rd, and (if relevant) 5th Saturday of the month from Feb 11 to Nov 11 2023",40.037875,-76.305514,Lancaster,Lancaster County,PA,42071
2020-09-14,Bridgeport,CT,in front of Margaret E. Morton Civic Center,0,protest,NA,NA,Bridgeport Generation Now,NA,NA,"for resignation of Mayor Joe Ganim, against corruption",0,corruption,NA,three dozen,36,36,36,1,0.0,0,0.0,0,0,0,0,0,0,NA,NA,NA,NA,https://www.ctinsider.com/local/ctpost/article/Bridgeport-protesters-demand-Ganim-resign-call-15566955.php,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.179226,-73.189438,Bridgeport,Fairfield County,CT,09001
2017-07-09,Morgantown,WV,Morgantown Event Center,0,rally,NA,NA,Sen. Bernie Sanders; Mountaineers for Progress,NA,NA,Care Not Cuts,1,NA,NA,NA,200,500,350,2,0.0,0,0.0,0,0.0,0,0,0,NA,NA,NA,NA,NA,http://www.washingtonexaminer.com/bernie-sanders-plans-rallies-in-red-states-to-oppose-senate-gop-healthcare-proposal/article/2627841,http://www.dominionpost.com/Sanders-to-host-health-care-rall,http://www.dominionpost.com/Sen--Sanders-slams-GOP-health-ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estimate from pictures,39.629526,-79.955897,Morgantown,Monongalia County,WV,54061
2024-02-26,Brockton,MA,Brockton High School,0,rally,NA,NA,Urban League of Eastern Massachusetts; NAACP Brockton Education Committee; parents; teachers; community leaders,Urban League of Eastern Massachusetts; NAACP Brockton Education Committee,parents; teachers; community leaders,"against the presence of the National Guard in Brockton High School, we love our teachers, no violence / know peace, we [heart] our students, let's go 2024, I support all Brockton students teachers staff, this too shall pass, NAACP Brockton Education Committee supports students and teachers, no 2 military, you are loved, we love our school, real change not pocket change, where's the millions / real change not pocket change, we believe in BHS, your community is with you",0,education; military,education,few dozen,36,36,36,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.wcvb.com/article/city-rallies-shows-support-for-brockton-high-students-staff/46973931,https://www.masslive.com/news/2024/02/community-rallies-outside-brockton-high-school-in-support-of-students.html,https://www.bostonglobe.com/2024/02/26/metro/brockton-high-school-students-national-guard/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,feat. Robert Sullivan,42.083433,-71.018379,Brockton,Plymouth County,MA,25023
2022-09-19,New York,NY,"Museum of the American Indian, Manhattan; New York Stock Exchange, Manhattan",0,rally; march; demonstration,Guardians of Tomorrow,NA,Global Alliance of Territorial Communities; Extinction Rebellion NYC; indigenous leaders; allies,Global Alliance of Territorial Communities; Extinction Rebellion NYC,indigenous leaders; allies,"for protection of territorial communities from the financial sector and fossil fuel interests and the greed of the Global North, for climate justice, for indigenous peoples' rights, pray for climate justice, the future is with indigenous peoples and local communities, fund Earth protectors now",1,banking and finance; economy; energy; environment; indigenous peoples; religion,banking and finance; economy; energy; environment; indigenous peoples,count video,35,45,40,1,NA,0,NA,0,NA,0,NA,0,0,die-in; costumes and theater; drums; megaphones,NA,NA,NA,https://www.instagram.com/p/CiklsybOENp/,https://twitter.com/KarlaCotePhoto/status/1571862456959385600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guardians of Tomorrow,40.7127753,-74.0059728,New York,NA,NY,36061
2022-02-13,Evergreen Park,IL,"Queen of Martyrs Elementary School, 3550 W 103rd St",0,protest,NA,NA,Parents for Choice of the Chicago Archdiocese,Parents for Choice of the Chicago Archdiocese,NA,for reinstating principal of Queen of Martyrs Elementary School who was suspended for enacting COVID mask optional policy in defiance of Catholic Archdiocese of Chicago,2,covid; education; religion,covid; education; religion,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://patch.com/illinois/evergreenpark/protest-planned-sunday-rehire-queen-martyrs-principal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.720589,-87.701718,Evergreen Park,Cook County,IL,17031
2021-11-10,New York,NY,"Staten Island University Hospital, Staten Island",0,protest; march,NA,20211110-nyc-antivax,Vax Watch; America First Foundation,Vax Watch; America First Foundation,NA,"against COVID-19 vaccination mandates, for freedom, for patriotism",2,civil rights; covid; healthcare; patriotism,civil rights; covid; healthcare; patriotism,about 50,50,50,50,1,NA,0,NA,0,NA,0,NA,0,0,heckled counter-protester; homophobic slurs and body-shaming,on scene; barricades; escorted counter-protester away,NA,NA,https://twitter.com/UARFNYC/status/1458280235993112581,https://twitter.com/MichaelEHayden/status/1458492155174002692,https://twitter.com/FordFischer/status/1458625305095118850,https://freedomnews.tv/2021/11/10/america-first-and-nick-fuentes-hold-anti-vaccine-rally-in-nyc/,https://www.silive.com/coronavirus/2021/11/nick-fuentes-identified-by-adl-and-fbi-as-a-white-supremacist-leads-anti-vaccine-mandate-rally-in-nyc.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,feat. Nick Fuentes in town for a fundraiser and Danny Presti,40.7127753,-74.0059728,New York,NA,NY,36085
